filename,transcript
data\train\speaker7\184.wav,dos días después de haberse embarcado la fuerza española arribó a la isla de cozumel
data\train\speaker7\185.wav,después pasaron a la península de yucatán y continuaron a lo largo del litoral
data\train\speaker7\186.wav,el trece de marzo de mil trescientos diecinueve desembarcaron
data\train\speaker7\187.wav,los indios del lugar llenos de curiosidad fueron al lugar donde acampaba cortés
data\train\speaker7\188.wav,este en represalia destacó doscientos hombres por el camino que conducía al poblado
data\train\speaker7\189.wav,tomó ochenta más y se embarcó en los bergantines situándolos frente al caserío
data\train\speaker7\190.wav,ordenó que se alistaran los cañones montados en los barcos e hicieron fuego
data\train\speaker7\191.wav,tras de oponer resistencia los defensores del poblado lo evacuaron
data\train\speaker7\192.wav,cortés se posesionó del caserío y se instaló en su templo y otros edificios
data\train\speaker7\193.wav,de esta forma se inició la conquista
data\train\speaker7\194.wav,cortés continuó navegando por las costas del golfo de méxico y en lo que ahora es tabasco
data\train\speaker7\195.wav,desembarcó y los indígenas del lugar lo recibieron con respeto y le entregaron nuevos regalos
data\train\speaker7\196.wav,entre todos los presentes el que más le agradó fue el de veinte mujeres
data\train\speaker7\197.wav,la malinche tenía conocimiento de varias lenguas o dialectos indígenas
data\train\speaker7\198.wav,de tabasco la flotilla de cortés zarpó y arribó el veintidós de abril de mil quinientos diecinueve a veracruz
data\train\speaker7\199.wav,le pidieron que no llegara a la gran tenochtitlán
data\train\speaker7\200.wav,pero esto tuvo un efecto de incitación a la avaricia y deseos de poder
data\train\speaker7\201.wav,cortés un militar muy astuto se ganó la confianza de los caciques indios
data\train\speaker7\202.wav,por otra parte mandó decir a moctezuma que contara con su amistad
data\train\speaker7\203.wav,el doce de octubre cortés salió de tlaxcala al mando de sus tropas
data\train\speaker7\204.wav,el ocho de noviembre entró cortés a tenochtitlán y moctezuma lo recibió
data\train\speaker7\205.wav,simultáneamente desembarcaba en veracruz pánfilo narváez con mil cuatrocientos soldados
data\train\speaker7\206.wav,cortés salió de inmediato contra narváez dejando a pedro de alvarado en tenochtitlán
data\train\speaker7\207.wav,se enfrentó a pánfilo narváez y lo derrotó en zempoala incorporando las fuerzas vencidas a las suyas
data\train\speaker7\208.wav,la satisfacción de cortés por los triunfos logrados se vieron pronto menguados
data\train\speaker7\209.wav,uno era de moctezuma quien se quejaba de los malos tratos que recibía él y su servidumbre
data\train\speaker7\210.wav,la llegada de los españoles los confundió porque ellos creían que era la llegada del dios quetzalcoatl
data\train\speaker7\211.wav,este dios estaba representado principalmente por la serpiente coatl de cuyo cuerpo nacen plumas de quetzal
data\train\speaker7\212.wav,esa fue la razón de que en pleno siglo dieciséis los aztecas al ver a cortés creyeron que era quetzalcoatl
data\train\speaker7\213.wav,sin embargo los aztecas pronto habrían de arrepentirse de haberlo dejado entrar
data\train\speaker7\214.wav,en mil quinientos diecisiete francisco hernández de córdoba toca cabo catoche y recorre la costa hasta la florida
data\train\speaker7\215.wav,en mil quinientos diez y ocho mil quinientos diez y ocho juan de grijalva llega a cozumel y reconoce la costa hasta el río panuco
data\train\speaker7\216.wav,en mil quinientos diecinueve cortés llega a cozumel y recoge a jerónimo de aguilar
data\train\speaker7\217.wav,cortés sostiene su primera batalla con los indios y al vencerlos recibe como regalo a la malinche
data\train\speaker7\218.wav,el veinte y uno de abril de mil quinientos diecinueve llegan a san juan de ulua donde gente de moctezuma los recibe
data\train\speaker7\219.wav,cortes se entera de que el gobernador velázquez actuara en su contra por lo que desarma y hunde sus barcos
data\train\speaker7\220.wav,el dieciséis de junio de mil quinientos diecinueve marcha hacia tenochtitlán con quinientos veinte hombres
data\train\speaker7\221.wav,el treinta y uno de agosto de mil quinientos diecinueve sostiene una lucha contra los tlaxcaltecas y luego pacta una alianza con ellos
data\train\speaker7\222.wav,el diez y ocho de octubre de mil quinientos diecinueve cortes ordena la matanza de cholula aduciendo que lo intentaban emboscar veinte mil aztecas
data\train\speaker7\223.wav,moctezuma recibe a cortés y entra a tenochtitlán
data\train\speaker7\224.wav,queda maravillado ante su majestuosidad
data\train\speaker7\225.wav,cortés aprehende a moctezuma bajo el pretexto de la muerte de unos españoles en nautla
data\train\speaker7\226.wav,los españoles inician el saqueo de tenochtitlán ahorcando al príncipe de texcoco
data\train\speaker7\227.wav,pánfilo de narváez desembarca en zempoala y cortés acude a enfrentarlo derrotándolo
data\train\speaker7\228.wav,pedro de alvarado y sus tropas realizan una matanza durante la fiesta de toxcatl
data\train\speaker7\229.wav,cortés regresa a tenochtitlán y ordena que moctezuma calme a su gente pero el pueblo ya no lo obedece
data\train\speaker7\230.wav,los aztecas atacan a las fuerzas de cortés y moctezuma es muerto
data\train\speaker7\231.wav,mueren doscientos españoles y dos mil indios aliados
data\train\speaker7\232.wav,cortés vence a un ejército mexica con el audaz empleo de su caballería
data\train\speaker7\233.wav,en tlaxcala se recuperan los españoles
data\train\speaker7\234.wav,los españoles saquean varios pueblos pequeños esclavizando a sus pobladores y marcándoles la cara
data\train\speaker7\235.wav,cuitlahuac es elegido emperador de los mexicas
data\train\speaker7\236.wav,la viruela azota y mata a gran cantidad de los aztecas
data\train\speaker7\237.wav,cuitlahuac muere a causa de la viruela
data\train\speaker7\238.wav,cortés manda construir trece bergantines para atacar por agua a tenochtitlán
data\train\speaker7\239.wav,los españoles e indios saquean y destruyen texcoco tlacopan y demás pueblos aliados a los aztecas
data\train\speaker7\240.wav,presintiendo la derrota de los temidos mexicas una gran cantidad de indios se unen a los conquistadores
data\train\speaker7\241.wav,los trece bergantines son lanzados a la laguna de texcoco
data\train\speaker7\242.wav,cuauhtemoc es nombrado emperador mexica
data\train\speaker7\243.wav,novecientos españoles y ochenta mil indios apoyados con los bergantines se lanzan a la conquista final
data\train\speaker7\244.wav,cuauhtemoc es hecho prisionero y la batalla se da por terminada
data\train\speaker7\245.wav,objetivo que el cadete conozca las acciones que realizó hernán cortés
data\train\speaker7\246.wav,en el gran teocalli denominado también templo mayor se encontraban los principales dignatarios
data\train\speaker7\247.wav,alvarado temía que se produjera una sublevación popular
data\train\speaker7\248.wav,se trasladó con la mitad de sus hombres al templo mayor
data\train\speaker7\249.wav,mandó alvarado colocar diez hombres en cada puerta del espacioso recinto
data\train\speaker7\250.wav,un estallido de cólera colectiva sacudió al pueblo
data\train\speaker7\251.wav,alarmado cortés inició su marcha con sus tropas después de haber derrotado a narváez
data\train\speaker7\252.wav,ninguno de los señores de tenochtitlán salió a recibirlo
data\train\speaker7\253.wav,era evidente que le estaban permitiendo la entrada para una vez dentro envolverlo sorpresivamente
data\train\speaker7\254.wav,los aztecas arremetieron ferozmente y las tropas hispanas fueron arrolladas
data\train\speaker7\255.wav,cortés estaba desesperado por la frustración de todos los esfuerzos destinados a la derrota
data\train\speaker7\256.wav,sus hombres estaban agobiados por el hambre que el sitio de su cuartel le imponía
data\train\speaker7\257.wav,la calzada de tlacopán fue la elegida para romper el cerco adversario
data\train\speaker7\258.wav,los españoles se llevaron los tesoros acumulados y a los prisioneros indígenas
data\train\speaker7\259.wav,un poco más tarde los guerreros aztecas acudieron de diversas direcciones convergiendo sobre la columna
data\train\speaker7\260.wav,sin embargo el movimiento de los guerreros aztecas no fue lo suficientemente rápido
data\train\speaker7\261.wav,este capítulo se conoce en la historia como el de la noche triste por que cortés lloró su derrota bajo un frondoso árbol
data\train\speaker7\262.wav,lo único que querían los aztecas era expulsar hasta la frontera de tlaxcala a sus enemigos
data\train\speaker7\263.wav,los aztecas estaban convencidos de que la aplastante derrota les impediría regresar contra tenochtitlán
data\train\speaker7\264.wav,también hubiera sido realidad sin la indoblegable energía de cortés
data\train\speaker7\265.wav,moctezuma fue muerto por sus captores y tomó su cargo cuitlahuac
data\train\speaker7\266.wav,mientras tanto cortés mandó oro suficiente para que de veracruz salieran cuatro embarcaciones
data\train\speaker7\267.wav,también mandó elaborar piezas de madera cordelería y demás útiles y accesorios indispensables
data\train\speaker7\268.wav,mientras esto sucedía cuitlahuac se había visto forzado a ejecutar a varios jerarcas y partidarios de cortés
data\train\speaker7\269.wav,trató de restablecer su alianza con otros señoríos y ganarse la amistad de los tlaxcaltecas
data\train\speaker7\270.wav,a fin de ganar la alianza definitiva de tlaxcala les prometió la cesión de cholula
data\train\speaker7\271.wav,cuitlahuac murió atacado por la viruela
data\train\speaker7\272.wav,hernán cortés luego de haber permanecido doce días en texcoco se encaminó hacia ixtapalapa
data\train\speaker7\273.wav,atacó intempestivamente esa indefensa población aniquilando gran parte de sus habitantes
data\train\speaker7\274.wav,como respuesta a esa amenaza los guerreros de ixtapalapa abrieron una amplia brecha en un dique del lago
data\train\speaker7\275.wav,las aguas se precipitaron sobre los españoles e indígenas que huyeron
data\train\speaker7\276.wav,sin embargo no se disminuyó el espíritu agresor de cortés quien posteriormente atacó chalco
data\train\speaker7\277.wav,en sucesivas incursiones cortés ocupó pasajeramente xaltocán
data\train\speaker7\278.wav,en uno de los contraataques los aztecas llevaron a cabo una falsa retirada
data\train\speaker7\279.wav,estas fuerzas los envolvieron acosándolos desde distintas direcciones
data\train\speaker7\280.wav,trabajosamente los españoles se abrieron paso ya que estuvieron a punto de ser aniquilados
data\train\speaker7\281.wav,dos expediciones más al sur del valle de méxico emprendió cortés el cinco de abril de mil quinientos veinte y uno
data\train\speaker7\282.wav,la segunda fue encabezada por el mismo cortés quien tomó yautepec y xihuatepec
data\train\speaker7\283.wav,después prosiguió hacia cuernavaca ciudad difícilmente expugnable
data\train\speaker7\284.wav,gracias a sus guías nativos logró cortés evitar obstáculos siguiendo una ruta de acceso menos escabrosa
data\train\speaker7\285.wav,con el empleo de una pasarela se infiltró por sorpresa en la población y la atacó por la retaguardia
data\train\speaker7\286.wav,la plaza una de las muy pocas que permanecían leales a cuauhtemoc fue tomada y saqueada
data\train\speaker7\287.wav,posteriormente cortés atacó xochimilco y se arrojó contra el caserío edificado a orillas del lago
data\train\speaker7\288.wav,estableció tres bases de operaciones en las orillas de los lagos
data\train\speaker7\289.wav,después de una serie de luchas cortés suspendió de nueva cuenta sus invasiones
data\train\speaker7\290.wav,fijó su atención en actividades tendientes a evitar que los sitiados fueran abastecidos con víveres
data\train\speaker7\291.wav,finalmente cuauhtemoc fue hecho prisionero por cristóbal e olid y llevado ante cortés
data\train\speaker7\292.wav,con lágrimas en los ojos dijo he hecho cuanto podía en defensa de mi ciudad y de mi pueblo
data\train\speaker7\293.wav,así después de setenticinco días de sitio se rindió la ciudad de tenochtitlán el trece de agosto de mil quinientos veinte y uno
data\train\speaker7\294.wav,los aztecas fueron vencidos porque estaba regulado su pensamiento por tradiciones en el orden político y religioso
data\train\speaker7\296.wav,su heroísmo fue radiante pero ineficaz ante el material bélico de los españoles
data\train\speaker7\297.wav,es como si ahora los soldados se enfrentaran ante un ataque contra armamento destructivo desconocido
data\train\speaker7\298.wav,el impacto del jinete y caballo crearon un impacto psicológico
data\train\speaker7\299.wav,por su parte los conquistadores traían consigo ideas del renacimiento
data\train\speaker7\300.wav,trasladaban la fe de un dios y traían la crueldad y ambición que supone la conquista
data\train\speaker7\301.wav,objetivo que el cadete conozca cómo un pequeño grupo de aventureros españoles llegó al perú en mil quinientos treintidós
data\train\speaker7\302.wav,ese pequeño grupo logró dominar a uno de los grupos indígenas que tenían una cultura y organización sobresaliente
data\train\speaker7\303.wav,ningún otro imperio tuvo un surgimiento y caída más dramático que el de los incas
data\train\speaker7\304.wav,en tan sólo noventa años desde mil cuatrocientos cuarenta hasta mil quinientos treinta el pequeño reino se convirtió en un inmenso imperio
data\train\speaker7\305.wav,este imperio comprendía gran parte del ecuador actual para extenderse hacia el sur
data\train\speaker7\306.wav,un pequeño grupo de conquistadores españoles desembarcó en el llamado imperio de los cuatro puntos cardinales
data\train\speaker7\307.wav,la capacidad de planificación social y económica de los incas sólo era igualada por su habilidad técnica
data\train\speaker7\308.wav,pese a la adversidad del terreno los habitantes del altiplano consiguieron dominarlo
data\train\speaker7\309.wav,los incas construyeron entre las alturas las rutas que mantenían unido al imperio
data\train\speaker7\310.wav,las tierras de labor en los andes se extendían sobre bacanales asomados al abismo
data\train\speaker7\311.wav,se supone que los primeros peruanos emigraron desde el norte
data\train\speaker7\312.wav,pueblos de cazadores utilizaban armas primitivas de madera piedra y hueso
data\train\speaker7\313.wav,los incas aparecieron como una de tantas tribus de las tierras altas del perú
data\train\speaker7\314.wav,en mil cuatrocientos treinta y ocho pachacutec yupanqui se convirtió en inca y fue él quien inició la expansión de estado
data\train\speaker7\315.wav,pachacutec alcanzó un éxito brillante en su actuación bélica y diplomática
data\train\speaker7\316.wav,su heredero tupac yupanqui tuvo la misma habilidad organizadora
data\train\speaker7\317.wav,las armas que fueron utilizadas fueron las mismas empleadas por otros pueblos de la región de los andes
data\train\speaker7\318.wav,el arma de corto alcance era la honda
data\train\speaker7\319.wav,asimismo utilizaban para el combate cuerpo a cuerpo lanzas hachas y mazas de piedra
data\train\speaker7\320.wav,todos los jóvenes desde edad temprana disponían de organizaciones de instrucción física
data\train\speaker7\321.wav,para los hijos de los oficiales se contaba con una preparación más rigurosa en forma de competencias anuales
data\train\speaker7\322.wav,habían de afrontar en las montañas una prueba de supervivencia que duraba nueve días
data\train\speaker7\323.wav,los incas traían a sus ingenieros para construir imponentes fortalezas
data\train\speaker7\324.wav,la calidad de las rutas incas permitió a sus ejércitos una gran movilidad
data\train\speaker7\325.wav,los incas no poseían ni vehículos de rueda ni caballos
data\train\speaker7\326.wav,no obstante los incas prefirieron extender sus dominios por la diplomacia antes que por la guerra
data\train\speaker7\327.wav,a los jefes y jerarquías enemigos se les ofrecían puestos en la administración imperial
data\train\speaker7\328.wav,los incas difundieron su lengua quechua como lengua común
data\train\speaker7\329.wav,este imperio confiado y en expansión de doce millones de personas iba a sufrir una conmoción inminente
data\train\speaker7\330.wav,se encontró indefenso ya que estaba dividido y diezmado a causa de la guerra interna
data\train\speaker7\331.wav,el inca huayna capac había muerto en mil quinientos veinticinco y su sucesión fue objeto de disputa entre sus hijos
data\train\speaker7\332.wav,a atahualpa se le había designado la parte norte del imperio con su capital en quito
data\train\speaker7\333.wav,huáscar fue convencido por los nobles para que tomara el trono en el cuzco pero atahualpa controlaba la mayor parte del ejército y se rebeló
data\train\speaker7\334.wav,después de pelear por cinco años ganó el poder en mil quinientos treintidós mandando matar a su hermano huáscar
data\train\speaker7\335.wav,mientras esto sucedía los españoles habían estado explorando las costas de colombia y perú
data\train\speaker7\336.wav,francisco pizarro y diego de almagro se asociaron con el clérigo hernando de luque
data\train\speaker7\337.wav,pizarro partió de panamá en mil quinientos veinticinco acompañado de ciento ochenticinco soldados y veintisiete caballos en tres embarcaciones
data\train\speaker7\338.wav,almagro lo siguió después con setenta aventureros más
data\train\speaker7\339.wav,luque se quedó en panamá
data\train\speaker7\340.wav,tras mil dificultades los expedicionarios llegaron primero a la costa occidental de la actual colombia
data\train\speaker7\341.wav,de allí siguieron viaje al perú
data\train\speaker7\342.wav,garcilaso de la vega en sus comentarios reales explica el origen de este nombre
data\train\speaker7\343.wav,vasco núñez de balboa cruzó la línea equinoccial en un navío
data\train\speaker7\344.wav,como navegaban muy cerca de la costa pudieron capturar a un indio asombrado
data\train\speaker7\345.wav,cuando le preguntaron cómo se llamaba esa tierra él contestó que su nombre era berú
data\train\speaker7\346.wav,después de meses llegaron a la isla del gallo
data\train\speaker7\347.wav,desesperado pizarro trazó con su espada una línea en la arena de la playa
data\train\speaker7\348.wav,señalando al sur dijo por aquí se va al perú a ser ricos
data\train\speaker7\349.wav,sólo trece valientes pasaron la línea sin vacilación alguna
data\train\speaker7\350.wav,la historia los conoce con el nombre de los trece gallos
data\train\speaker7\351.wav,a fines de mil quinientos veintisiete pizarro retornó a panamá
data\train\speaker7\352.wav,para luque pizarro obtuvo el nombramiento de obispo de tumbes y para almagro el de gobernador
data\train\speaker7\353.wav,en mil quinientos treinta pizarro salió de españa con cuatro hermanos suyos y muchos amigos de su natal trujillo
data\train\speaker7\354.wav,acompañado siempre de su fiel interprete indio felipillo prosiguió hacia el sur
data\train\speaker7\355.wav,vivo en una casa
data\train\speaker7\356.wav,dónde vives tu
data\train\speaker7\357.wav,eres de los estados unidos verdad
data\train\speaker7\358.wav,soy de méxico
data\train\speaker7\359.wav,de dónde es usted
data\train\speaker7\360.wav,qué le vaya bien
data\train\speaker7\361.wav,buena suerte
data\train\speaker7\362.wav,dónde está el banco
data\train\speaker7\363.wav,dónde está el aeropuerto
data\train\speaker7\364.wav,dónde está la estación de tren
data\train\speaker7\365.wav,dónde está el baño
data\train\speaker7\366.wav,hasta luego
data\train\speaker7\367.wav,buenos días
data\train\speaker7\368.wav,cuántos años tienes
data\train\speaker7\369.wav,tengo veinte años
data\train\speaker7\370.wav,hola qué tal
data\train\speaker7\371.wav,no no me gusta
data\train\speaker7\372.wav,sí me gusta
data\train\speaker7\373.wav,él es médico
data\train\speaker7\374.wav,soy bombero
data\train\speaker7\375.wav,somos profesoras
data\train\speaker7\376.wav,ella es abogada
data\train\speaker7\377.wav,ellas son cajeras
data\train\speaker7\378.wav,tengo que trabajar esta noche
data\train\speaker7\379.wav,quisiera unos tacos de pollo
data\train\speaker7\380.wav,una tortilla de patatas por favor
data\train\speaker7\381.wav,me gustaría un vaso de agua
data\train\speaker7\382.wav,dónde queda
data\train\speaker7\383.wav,queda lejos de aquí
data\train\speaker7\384.wav,adónde quiere ir
data\train\speaker7\385.wav,qué quieren hacer ustedes
data\train\speaker7\386.wav,son las dos y media
data\train\speaker7\387.wav,es la una
data\train\speaker7\388.wav,qué hora es
data\train\speaker7\389.wav,hoy es lunes
data\train\speaker7\390.wav,mañana es martes
data\train\speaker7\391.wav,voy a comprar un coche nuevo
data\train\speaker7\392.wav,colon llegó a las américas en mil cuatrocientos noventa y dos
data\train\speaker7\393.wav,no es que no puedo
data\train\speaker7\394.wav,cuál es la fecha de hoy
data\train\speaker7\395.wav,qué hizo usted
data\train\speaker7\396.wav,qué hiciste ayer
data\train\speaker7\397.wav,cené en un restaurante chino
data\train\speaker7\398.wav,viví en españa por mucho tiempo
data\train\speaker7\399.wav,le escribí una carta la semana pasada
data\train\speaker7\400.wav,te lo dije
data\train\speaker7\401.wav,adónde fuiste
data\train\speaker7\402.wav,fuimos al parque
data\train\speaker7\403.wav,ayer fui al centro
data\train\speaker7\404.wav,llegaste tarde
data\train\speaker7\405.wav,llegué temprano
data\train\speaker7\406.wav,ella condujo el carro anoche
data\train\speaker7\407.wav,dime la verdad
data\train\speaker7\408.wav,qué tiempo hace
data\train\speaker7\409.wav,hace sol
data\train\speaker7\410.wav,está lloviendo
data\train\speaker7\411.wav,estaba nevando antes
data\train\speaker7\412.wav,va a nevar este fin de semana
data\train\speaker7\413.wav,sabes hablar español
data\train\speaker7\414.wav,no lo sé
data\train\speaker7\415.wav,cuándo supiste
data\train\speaker7\416.wav,es muy simpática
data\train\speaker7\417.wav,mi hermano menor tiene dieciocho años
data\train\speaker7\418.wav,todos los veranos íbamos a la playa
data\train\speaker7\419.wav,cómo te sientes
data\train\speaker7\420.wav,tengo dolor de cabeza
data\train\speaker7\421.wav,tienes fiebre
data\train\speaker7\422.wav,me duele el brazo
data\train\speaker7\423.wav,dámelo
data\train\speaker7\424.wav,alquilamos un apartamento en la playa
data\train\speaker7\425.wav,voy a bañarme
data\train\speaker7\426.wav,me voy a afeitar
data\train\speaker7\427.wav,quiero ducharme ahorita
data\train\speaker7\428.wav,siempre se despierta a las cinco y media
data\train\speaker7\429.wav,póngase un abrigo
data\train\speaker7\430.wav,la cuenta por favor
data\train\speaker7\431.wav,qué estás haciendo
data\train\speaker7\432.wav,cuántos años tendrá
data\train\speaker7\433.wav,llámame cuando puedas
data\train\speaker7\434.wav,carlos nunca hace la tarea
data\train\speaker7\435.wav,me quito los zapatos antes de acostarme
data\train\speaker7\436.wav,se duchan por la mañana
data\train\speaker7\437.wav,estás muy ocupado
data\train\speaker7\438.wav,yo soñé con tener un buen trabajo
data\train\speaker7\439.wav,fernando dejó de fumar el año pasado
data\train\speaker7\440.wav,hace un año que decidí mudarme
data\train\speaker7\441.wav,insisto en que vengas a visitarme
data\train\speaker7\442.wav,no se preocupe
data\train\speaker7\443.wav,no te quejes tanto
data\train\speaker7\444.wav,se vende pan allí
data\train\speaker7\445.wav,se habla español en tejas
data\train\speaker7\446.wav,se lo agradezco mucho
data\train\speaker7\447.wav,ojalá que todo salga bien
data\train\speaker7\448.wav,el se volvió loco
data\train\speaker7\449.wav,ella quiere hacerse actriz
data\train\speaker7\450.wav,vamos a málaga por la mañana
data\train\speaker7\451.wav,maite pasó por barcelona anteayer
data\train\speaker7\452.wav,siga derecho para tomar el autobús
data\train\speaker7\453.wav,esta tarea es para mañana
data\train\speaker7\454.wav,busqué un regalo para mi mamá
data\train\speaker7\455.wav,javier trabajó allí por seis meses
data\train\speaker7\456.wav,hay una panadería enfrente del museo
data\train\speaker7\457.wav,vivimos al lado de la estación de tren
data\train\speaker7\458.wav,lo siento no tengo dinero
data\train\speaker7\459.wav,ella estuvo en caracas dos veces
data\train\speaker7\460.wav,no pude asistir a la clase ayer
data\train\speaker7\461.wav,él no quiso contarme la historia
data\train\speaker7\462.wav,tenía tres cartas cuando llegué a casa
data\train\speaker7\463.wav,maría no me conoce tampoco
data\train\speaker7\464.wav,conoces un buen restaurante
data\train\speaker7\465.wav,no vamos al juego sino a la playa
data\train\speaker7\466.wav,quiere tomar algo
data\train\speaker7\467.wav,generalmente no bebemos cerveza
data\train\speaker7\468.wav,durante las vacaciones tomamos mucho sol
data\train\speaker7\469.wav,eran las ocho de la noche
data\train\speaker7\470.wav,no he vuelto a verla nunca
data\train\speaker7\471.wav,jorge ya se ha ido
data\train\speaker7\472.wav,el camarero ya nos dio la cuenta
data\train\speaker7\473.wav,no te pido nada
data\train\speaker7\474.wav,soy muy optimista
data\train\speaker7\475.wav,ellos son inteligentes
data\train\speaker7\476.wav,somos realistas
data\train\speaker7\477.wav,ella es aburrida
data\train\speaker7\478.wav,ella esta aburrida
data\train\speaker7\479.wav,me duele la rodilla
data\train\speaker7\480.wav,es mejor que usted guarde cama
data\train\speaker7\481.wav,qué opinas
data\train\speaker7\482.wav,es imposible que no hayan llegado
data\train\speaker7\483.wav,gracias
data\train\speaker7\484.wav,de nada
data\train\speaker7\485.wav,sí cómo no
data\train\speaker7\486.wav,por supuesto
data\train\speaker7\487.wav,creo que sí
data\train\speaker7\488.wav,no entiendo
data\train\speaker7\489.wav,necesito algo de comer
data\train\speaker7\490.wav,estoy bien gracias
data\train\speaker7\491.wav,socorro
data\train\speaker7\492.wav,ayúdenme
data\train\speaker7\493.wav,adónde vas
data\train\speaker7\494.wav,habla usted inglés
data\train\speaker7\495.wav,más despacio por favor
data\train\speaker7\496.wav,me puede ayudar
data\train\speaker7\497.wav,cuánto cuesta
data\train\speaker7\498.wav,quisiera comprar un boleto de ida y vuelta
data\train\speaker7\499.wav,es necesario confirmar el vuelo
data\train\speaker7\500.wav,quiere cancelar su reservación
data\train\speaker7\501.wav,el tren llegará retrasado
data\train\speaker7\502.wav,a qué hora sale el avión
data\train\speaker7\503.wav,hay que facturar las maletas
data\train\speaker7\504.wav,señor garcía preséntese a la puerta numero once
data\train\speaker7\505.wav,este hotel es barato
data\train\speaker7\506.wav,podemos quedarnos en una pensión
data\train\speaker7\507.wav,no se aceptan tarjetas de crédito
data\train\speaker7\508.wav,se puede pagar con cheques de viajero
data\train\speaker7\509.wav,estamos en la habitación cuatrocientos diez
data\train\speaker7\510.wav,el botones les subirá el equipaje en seguida
data\train\speaker7\511.wav,pon los platos en el fregadero
data\train\speaker7\512.wav,vivo en el quinto piso
data\train\speaker7\513.wav,tengo frío apaga el ventilador
data\train\speaker7\514.wav,quién es el dueño de este edificio
data\train\speaker7\515.wav,busco un apartamento amueblado
data\train\speaker7\516.wav,si tienes tiempo podrás limpiar tu cuarto
data\train\speaker7\517.wav,si yo tuviera dinero compraría una casa
data\train\speaker7\518.wav,hubo un accidente grave en la carretera
data\train\speaker7\519.wav,es importante que ahorremos dinero
data\train\speaker7\520.wav,te recomiendo que no estudies mucho más
data\train\speaker7\521.wav,cómprame otro rollo de película
data\train\speaker7\522.wav,hace falta una pila más
data\train\speaker7\523.wav,llegamos tarde porque tuvimos un pinchazo
data\train\speaker7\524.wav,se venden llantas aquí
data\train\speaker7\525.wav,los platos se me rompieron
data\train\speaker7\526.wav,a luisa se le escapó el perro
data\train\speaker7\527.wav,se me olvidó completamente
data\train\speaker7\528.wav,las luces direccionales no funcionan
data\train\speaker7\529.wav,el carro ha sido reparado por el mecánico
data\train\speaker7\530.wav,los bancos se cierran a las cinco de la tarde
data\train\speaker7\531.wav,está lloviendo y las ventanas están abiertas
data\train\speaker7\532.wav,qué quiere ser usted en el futuro
data\train\speaker7\533.wav,te interesan las computadoras
data\train\speaker7\534.wav,sabes escribir a máquina
data\train\speaker7\535.wav,has trabajado en una oficina
data\train\speaker7\536.wav,es usted contador titulado
data\train\speaker7\537.wav,tienes un diploma
data\train\speaker7\538.wav,te gustaría trabajar en un banco
data\train\speaker7\539.wav,de dónde te graduaste
data\train\speaker7\540.wav,me llevo bien con todo el mundo
data\train\speaker7\541.wav,no sé nada de computadoras
data\train\speaker7\542.wav,sé hablar francés y español
data\train\speaker7\543.wav,necesito una solicitud de trabajo
data\train\speaker7\544.wav,le he mandado tres cartas de recomendación
data\train\speaker7\545.wav,me gradué de la universidad católica
data\train\speaker7\546.wav,cuánto hace que usted espera aquí
data\train\speaker7\547.wav,cuánto tiempo hace que llegaste
data\train\speaker7\548.wav,él fue presidente del club por cinco años
data\train\speaker7\549.wav,yo jugaba mucho cuando era niño
data\train\speaker7\550.wav,sabes a qué hora empieza la cena
data\train\speaker7\551.wav,en tu lugar yo iría a buenos aires
data\train\speaker7\552.wav,cuál es su nombre
data\train\speaker7\553.wav,cómo se llama usted
data\train\speaker7\554.wav,cuál es su numero de teléfono
data\train\speaker7\555.wav,viven aquí desde los años setenta
data\train\speaker7\556.wav,hazme reír
data\train\speaker7\557.wav,busca alrededor de la mesa
data\train\speaker7\558.wav,enrique canta mal
data\train\speaker7\559.wav,me da lo mismo
data\train\speaker7\560.wav,a qué hora es el examen
data\train\speaker7\561.wav,pizarro fue venciendo la poca resistencia que le ofrecían los indígenas
data\train\speaker7\562.wav,ellos consideraban inadmisible un ataque que no fuera precedido por una declaración de guerra
data\train\speaker7\563.wav,su presencia fue un impacto
data\train\speaker7\564.wav,los indígenas salían de sus viviendas a admirarlos
data\train\speaker7\565.wav,en mil cuatrocientos setenta y uno francisco pizarro nace en trujillo
data\train\speaker7\566.wav,mil quinientos dos pizarro llega a la hispaniola
data\train\speaker7\567.wav,en mil quinientos diez pizarro participa en la expedición de alonzo de ojeda
data\train\speaker7\568.wav,en mil quinientos trece pizarro participa en la expedición de balboa que descubre el océano pacifico
data\train\speaker7\569.wav,en mil quinientos quince balboa pizarro y diego e almagro viajan hacia el sur sobre la costa del pacifico
data\train\speaker8\2.wav,alarmado chile le pidió al perú que declarara su neutralidad
data\train\speaker8\3.wav,anastasio somoza se refugió primero en los estados unidos y después en paraguay
data\train\speaker8\4.wav,atahualpa se le había designado la parte norte del imperio
data\train\speaker8\5.wav,bernal díaz del castillo murió en guatemala
data\train\speaker8\10.wav,de jamaica bolívar pasó a haití ya libre y su presidente alexander petión le ayudó
data\train\speaker8\11.wav,decidió morelos dirigirse hacia las cumbres de acultzingo
data\train\speaker8\12.wav,desde entonces venezuela quedó libre hasta que fernando séptimo volvió al trono de españa
data\train\speaker8\13.wav,desesperado pizarro trazó con su espada una línea en la arena de la playa
data\train\speaker8\14.wav,desgraciadamente martí murió el diecinueve de mayo en dos ríos
data\train\speaker8\15.wav,el che guevara fue el segundo hombre que se unió a fidel castro en el exilio en méxico
